Rsznr.;Naam;NACE Code;Sector;Belangrijkheid;Taal;Straat;Postnr.;Letter;Gemeente;Provincie;AantalBedienden;Trimester;Adrestype;Contacttype;Aanspreektitel;Voornaam Contactpersoon;Naam Contactpersoon;Foutief Adres;Ontvangt Mailing;Mailingadres;EMail;Par. Comité;Kengetal RSZ;Goedgekeurd;Telefoon;Fax;GSM;Plain text;PDF;E-Zine
131883430;SOUGNE FREDERIC;41201;;1-4;Frans;PLACE DU CONGRES 20;4020;C;Liège 2;LIEGE;1;081;;(contacttypes);;;;Ja;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
131903218;LALLEMAND JEAN-PIERRE;47591;;1-4;Frans;R ROSA LUXEMBOURG 34B;4630;C;Soumagne;LIEGE;1;082;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
131908456;INFRAQUAL SPRL;71209;;1-4;Frans;BLD DES GERARDCHAMPS 156;4800;E;Verviers;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131892257;INSTITUT BELGE DE COACHING INTERNATIONAL SPRL;85592;;1-4;Frans;NIVEZE BAS 22;4845;A;Jalhay;LIEGE;0;081;RSZ;(contacttypes);à l'attn. de Madame;Pascale;Zanier;Nee;Nee;Ja;info@ibci.be;218;010;Ja;04/233.52.80;04/233.52.90;;Nee;Nee;Ja
131911754;VALORBOIS SPRL;35110;;1-4;Frans;AVENUE DE JUPILLE 19;4020;A;Bressoux;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;055;Nee;;;;Nee;Nee;Nee
131909038;R.G. TRADING SPRL;46741;;1-4;Frans;RUE DE LA SAUVENIERE 109;4900;A;Spa;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131913985;SEB CONTAINERS TERRASSEMENTS SPRL;49410;;5-9;Frans;RUE DEL GOTCH 1;4280;I;Hannut;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
131911948;FUTURE DANCE SCRL;85520;;1-4;Frans;RUE HENRI DUNANT 17;4460;A;Bierset;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131918544;A.I.R.A. CLEANING SERVICES SPRL;81210;;5-9;Frans;RUE EDOUARD COLSON 280;4431;A;Loncin;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;066;Nee;;;;Nee;Nee;Nee
131929117;AAA'S HOLDING SA;64200;;1-4;Frans;AV MAJOR BOVY 2;4651;A;Battice;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131931833;ARTIO SPRL;41201;;1-4;Frans;AVENUE DE JUPILLE 19;4020;A;Bressoux;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
131919320;GROUPE TRANSIMMO SPRL;68311;;5-9;Frans;AVENUE DES MARTYRS 264;4620;A;Fleron;LIEGE;7;082;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131925334;FLORIMPALA SA;1191;;1-4;Frans;AVENUE G.LAMBERT 33;4101;A;Jemeppe-sur-Meuse;LIEGE;1;074;;(contacttypes);;;;Ja;Nee;Nee;;;494;Nee;;;;Nee;Nee;Nee
131940272;ISOTOIT - RENOTOIT SPRL;43910;;5-9;Frans;RUE ERNEST-SOLVAY 311;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;054;Nee;;;;Nee;Nee;Nee
131941048;BB & M CONSULTING SPRL;70220;;1-4;Frans;RUE FERNAND HUET 26;4053;A;Embourg;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131939981;SYNCHRONE SPRL;62020;;1-4;Frans;PLACE DE BRONCKART 4;4000;B;Liege 1;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131942697;ARTS ET METIERS SPRL;41201;;1-4;Frans;RUE SERVAIS MALAISE 52;4030;A;Grivegnee (Liege);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
131947644;LE TERTRE SA;56101;;20-49;Frans;RUE LAGUESSE 12;4460;A;Bierset;LIEGE;7;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131949487;ALPHAMEDIA SPRL;73110;;1-4;Frans;QUAI DE MAESTRICHT 2;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131945413;NETWORK INFRASTRUCTURE INVENTORY N(I)2 SA;58290;;1-4;Frans;BLD GUSTAVE-KLEYER 15;4000;B;Liege 1;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131947838;STRENA SA;64200;;1-4;Frans;RUE DES HETRES 17;4400;C;Flemalle;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131947353;NATIONS-UNIES INVEST SPRL;64200;;1-4;Frans;R DES NATIONS UNIES 125;4432;A;Alleur;LIEGE;0;092;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131965686;MENUISERIE FRANCOIS SPRL;43320;;10-19;Frans;RUE F. LOGEN 6;4101;A;Jemeppe-sur-Meuse;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
131952785;SERVAIS FREDERIC;43999;;1-4;Frans;RUE REUX 24 A;4633;A;Melen;LIEGE;1;093;;(contacttypes);;;;Nee;Nee;Nee;;;054;Nee;;;;Nee;Nee;Nee
131965492;ERIC DUPONT SPRL;66191;;5-9;Frans;RUE DE LA MER 34;4350;D;Remicourt;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131969178;MENUISERIE LECLERC J.F. SPRL;43320;;1-4;Frans;RUE DE L'EGALITE 455;4630;C;Soumagne;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
131964134;AUTOMATION ET SERVICES A&S SPRL;71121;;1-4;Frans;RUE DE L'EGLISE 13;4610;A;Bellaire;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
131969469;AUTO-ECOLE OURTHE AMBLEVE SPRL;85531;;1-4;Frans;RUE DE LA FONTAINE 7;4400;C;Flemalle;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131971409;DUARTE ET FILS SPRL;43310;;5-9;Frans;RUE NAZARETH 30;4651;A;Battice;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;044;Nee;;;;Nee;Nee;Nee
131970051;AGENCE DE STIMULATION TECHNOLOGIQUE AST SA;94110;;5-9;Frans;RUE DU VERTBOIS 13B;4000;B;Liege 1;LIEGE;8;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131979363;CONSULT IMMO SPRL;68311;;1-4;Frans;RUE DU PLOPE 40;4000;B;Liege 1;LIEGE;1;094;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131970536;ALLO CHASSIS SPRL;47521;;1-4;Frans;GRAND'ROUTE 80B;4367;A;Crisnee;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
131971118;SPRIMO INVEST SA;64200;;10-19;Frans;RUE DE LOUVEIGNE SN;4140;D;Sprimont;LIEGE;18;101;RSZ;(contacttypes);à l'attn. de Monsieur;Vincent;Pregardien;Nee;Nee;Ja;;218;010;Ja;04/361.18.35;20/08/2010;;Nee;Nee;Nee
131980430;SURFACE STYLE SPRL;43390;;1-4;Frans;RUE CRAESBORN 33D;4608;A;Neufchateau (Lg.);LIEGE;1;074;;(contacttypes);;;;Ja;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
131990615;BUIC SPRL;82190;;1-4;Frans;PC IND.HAUT SARTS 4AV 66;4040;A;Herstal;LIEGE;0;074;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131991585;DENKA SPRL;70210;;5-9;Frans;RUE DU CLERC 18A;4100;B;Seraing;LIEGE;8;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131991876;AGENCE DE STIMULATION ECONOMIQUE ASE SA;94110;;10-19;Frans;RUE DU VERTBOIS 13 B;4000;B;Liege 1;LIEGE;18;101;RSZ;(contacttypes);à l'attn. de Madame;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;04/220.16.00;23/08/2010;;Nee;Nee;Nee
131991294;HOME CLEAN HUY SPRL;81210;;50-99;Frans;QUAI DAUTREBANDE 4;4500;B;Huy;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131997211;HOBIOFILTER SPRL;71121;;1-4;Frans;RUE PLUMIER 9;4000;B;Liege 1;LIEGE;0;082;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
131997017;CONCEPT FACONNAGE SPRL;18140;;1-4;Frans;RUE DES SORBIERS 8;4140;D;Sprimont;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;036;Nee;;;;Nee;Nee;Nee
131989645;DIJOMA SA;64200;;5-9;Frans;RUE KERSTENNE 29;4432;A;Alleur;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132005262;ASSESSMENT SYSTEMS AND E-SOLUTIONS GROUP ASSESS GROUP SA;70220;;1-4;Frans;AV PRE AILY;4031;A;Angleur;LIEGE;5;101;RSZ;(contacttypes);;;Responsable de la formation;Ja;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
132004874;IDEAL CONSEIL SPRL;68311;;1-4;Frans;R DE FLEMALLE GRANDE 41;4400;C;Flemalle;LIEGE;1;093;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132000994;CARPE LUN... SPRL;46433;;1-4;Frans;RUE DES TOMBES 44;4520;F;Wanze;LIEGE;2;082;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132005456;BELLIUM SPRL;92000;;5-9;Frans;RUE LEOPOLD 43;4000;B;Liege 1;LIEGE;0;082;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132007784;JANS PATRICK;47410;;1-4;Frans;RES JACQUES LAMBERT 8;4607;C;Dalhem;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
132010791;WESPAVIA SA;64200;;1-4;Frans;AV MAURICE DESTENAY 13;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132014380;CHARDRON JEROME;93211;;1-4;Frans;RUE BUREAU 35;4621;A;Retinne;LIEGE;0;074;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132025535;GIRRETZ PIERRE ENERGIES ALTERNATIVES SPRL;47521;;10-19;Frans;R NOUV. TECHNOLOGIES11;4821;A;Andrimont;LIEGE;10;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
132019618;FASTBREAK SA;93121;;1-4;Frans;R DE RECHAIN,CHAINEUX 45;4650;C;Herve;LIEGE;0;074;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132023401;TRACTION AVANT JOSE FRANSSEN SPRL;45113;;1-4;Frans;PL DU 3EME MILLENAIRE 5;4850;C;Plombieres;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
132038727;PRODULINE SA;73110;;1-4;Frans;Rue de Fétinne, 98;4020;C;Liège 2;LIEGE;1;101;RSZ;(contacttypes);à l'attn. de Monsieur;Sylvain;Boniver;Ja;Nee;Ja;sylvain@produline.com;218;010;Ja;04/221.17.07;04/221.17.08;;Nee;Nee;Ja
132040861;1001 CHOSES A CONSTRUIRE  SCRL FS;43999;;10-19;Frans;RUE DE STEPPES 22;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
132034071;HAUTE MEUSE NET SERVICES  SCRL FS;88101;;50-99;Frans;CHAUSSEE DE MARCHE 3;4121;A;Neuville-en-Condroz;LIEGE;5;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
132042510;MAEHDROS SPRL;63110;;1-4;Frans;RUE MARTINE 7;4540;A;Amay;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
132062492;ETABLISSEMENTS FOULON ALAIN SCIV SPRL;43221;;1-4;Frans;ALLEE DES MARRONNIERS 43;4671;A;Barchon;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
132070834;BUREAU IMMOBILIER PROVINCIAL DEVELOPPEMENT BUREAU IP DEVELOPPEMENT SPRL;68311;;1-4;Frans;RUE JOSEPH HEUSDENS 73;4460;A;Bierset;LIEGE;2;074;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132063171;ERYX CONSULTING SPRL;62020;;1-4;Frans;RUE LASSAUX 14;4020;C;Liège 2;LIEGE;1;074;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132065402;CRUZ ET DECOCQ SA;43999;;1-4;Frans;RUE DE HERMEE 255;4040;A;Herstal;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
132069282;IMMO - JSP SPRL;68311;;1-4;Frans;ROUTE DE SOUXHON 227;4400;C;Flemalle;LIEGE;2;082;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132081795;3F & CO SPRL;58290;;1-4;Frans;R CHATEAU MICHEROUX 92;4630;C;Soumagne;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132080437;MANAGEMENT CONSEIL ASSISTANCE M.C.A. SPRL;70220;;1-4;Frans;BOULEVARD PIERCOT 38;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132092174;EMERGENCY TOP MANAGEMENT  SA;70220;;1-4;Frans;RUE SAINT-GILLES 137;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132096830;HOUBEN SPRL;43390;;1-4;Frans;ROUTE DU CONDROZ 410;4550;A;Nandrin;LIEGE;0;081;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
132090525;JD'C INNOVATION SA FS;22290;;1-4;Frans;RUE DE L'EXPANSION 29;4460;A;Bierset;LIEGE;2;082;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132102068;SOLEIL SERVICES SPRL FS;88101;;50-99;Frans;RUE MAVIS 67;4420;A;Montegnee;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;049;Nee;;;;Nee;Nee;Nee
132090719;POLARIS EPS SPRL;43211;;5-9;Frans;AV DU PARC 32;4650;C;Herve;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;067;Nee;;;;Nee;Nee;Nee
132115551;CREAPLANT SPRL;81300;;5-9;Frans;RUE DES AWIRS 19A;4560;B;Clavier;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;094;Nee;;;;Nee;Nee;Nee
132111477;RNH SPRL;43390;;1-4;Frans;RUE FELIX CHAUMONT 41;4040;A;Herstal;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
132117394;ZERRAD YOUNES;88999;;1-4;Frans;PLACE REGNIER OURY 17/21;4430;A;Ans;LIEGE;0;074;;(contacttypes);;;;Ja;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132120789;CHRONORACE ELECTRONIC TIMING SPRL;93192;;1-4;Frans;HENUMONT 30;4980;A;Fosse (Lg.);LIEGE;3;092;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132123311;WALLONIE INCUBATION ECLOSION SCRL;1471;;1-4;Frans;RUE DE BERLEUR 2;4550;A;Nandrin;LIEGE;0;074;;(contacttypes);;;;Nee;Nee;Nee;;;193;Nee;;;;Nee;Nee;Nee
132126803;DECOLAND SPRL;41201;;1-4;Frans;RUE SAINT-GILLES 296;4000;B;Liege 1;LIEGE;0;093;;(contacttypes);;;;Ja;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
132127094;COONEN GRAPHICS SA;18120;;10-19;Frans;ZI PT RECHAIN R DE GELEE;4800;E;Verviers;LIEGE;5;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;036;Ja;;;;Nee;Nee;Nee
132138928;LES PROS DU PNEU SPRL;45320;;1-4;Frans;RUE DU ROI ALBERT 169;4680;B;Oupeye;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
132143875;EXPERIENCE IMAGE SA;70210;;1-4;Frans;RUE FORGEUR 24;4000;B;Liege 1;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132156388;SPEED CARS SCS;45113;;1-4;Frans;RUE DU SART-TILMAN 300;4031;A;Angleur;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
132161432;FASSI.BE SA;46630;;1-4;Frans;RUE SAINRY 26;4870;D;Trooz;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
132157067;LICATA CHRISTOPHE;46731;;1-4;Frans;RUE DU MAMBOUR 20;4000;B;Liege 1;LIEGE;2;101;;(contacttypes);;;;Ja;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
132169289;CENTRE LIEGEOIS DE PROMOTION DE L'ELEVAGE ET DES SPORTS EQUESTRES SPRL;93191;;1-4;Frans;RUE D'OTET 121;4400;C;Flemalle;LIEGE;1;094;;(contacttypes);;;;Nee;Nee;Nee;;;193;Nee;;;;Nee;Nee;Nee
132171811;TOITURES HOUSSONLOGE SPRL;43910;;5-9;Frans;AU POINT DU JOUR 12A;4990;C;Lierneux;LIEGE;0;101;;(contacttypes);;;;Nee;Nee;Nee;;;054;Nee;;;;Nee;Nee;Nee
132179959;ARDILLA SPRL;46510;;1-4;Frans;RUE DES C. FRONTIERES 40;4042;A;Liers;LIEGE;1;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;067;Ja;;;;Nee;Nee;Nee
132175691;AJO SPRL;96012;;20-49;Frans;GRAND ROUTE 78;4400;C;Flemalle;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132176952;WINPC SPRL;62020;;1-4;Frans;RUE ANDRE RUWET 8;4670;A;Blegny;LIEGE;3;101;RSZ;(contacttypes);à l'attn. de Madame;Sonia;Piret;Nee;Nee;Ja;sonia.piret@winpc.be;218;010;Ja;04/387.70 .91;04/377 09 55;;Nee;Nee;Ja
132194994;LIGHT ALLOYS GROUP L.A.G. SA;64200;;1-4;Frans;RUE DE WAREMME 123;4530;A;Fize-Fontaine;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132192278;THEMIS HOLDING SA;64200;;1-4;Frans;RUE SAINT-GEORGES 5;4000;B;Liege 1;LIEGE;4;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
132195964;OPTIMIZED RADIOCHEMICAL APPLICATIONS SPRL;71121;;1-4;Frans;RUE DE TILLEUR 337;4420;A;Montegnee;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132207701;SPA GRAND PRIX SPA G.P. SA;93199;;1-4;Frans;ROUTE DU CIRCUIT 36;4970;B;Stavelot;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132202560;ASSOPRINT SA;82190;;1-4;Frans;HALLOUX 13;4830;A;Limbourg;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132210902;RBDC MANAGEMENT SPRL;79110;;1-4;Frans;BLD DE LA SAUVENIERE 122;4000;B;Liege 1;LIEGE;0;074;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132213812;ECOFINANCE - CONSULTING SPRL;68311;;1-4;Frans;ESPLANADE DE LA PAIX 3;4040;A;Herstal;LIEGE;2;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132218565;SENA INTERNATIONAL SCRL;46499;;1-4;Frans;RUE SAINT FIACRE 7;4630;C;Soumagne;LIEGE;4;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
132215170;INCAR-MOTOR SPRL;45201;;5-9;Frans;RUE DE LA LIMITE 90;4100;B;Seraing;LIEGE;5;101;;(contacttypes);;;;Nee;Nee;Nee;;;064;Nee;;;;Nee;Nee;Nee
132219438;G.L. INVEST SPRL;46510;;1-4;Frans;RUE EMILE DUSCHESNE 36A;4280;I;Hannut;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132229138;FAB'CO INVEST SPRL;66191;;1-4;Frans;CHEMIN DE ROUHEID 174;4802;A;Heusy;LIEGE;3;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132229526;VERVIERS - BILSTAIN FINANCE SPRL;66191;;1-4;Frans;AU PAIRON 35;4831;A;Bilstain;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132231951;TRANSERVICES SPRL;49320;;20-49;Frans;RUE DU CIMETIERE 93;4030;A;Grivegnee (Liege);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;068;Nee;;;;Nee;Nee;Nee
132230690;HORIZON PLEIADES SA;68100;;1-4;Frans;Rue de Battice 156;4880;A;Aubel;LIEGE;3;101;RSZ;(contacttypes);à l'attn. de Monsieur;Boris;Salvador;Nee;Nee;Ja;boris.salvador@horizongroupe.com;218;010;Ja;;;;Nee;Nee;Ja
132231757;ADRIA TAXIS SPRL;49320;;1-4;Frans;EN NEUVICE 51;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;068;Nee;;;;Nee;Nee;Nee
132244949;GBPH SA;64200;;1-4;Frans;QUAI DE COMPIEGNE 72;4500;B;Huy;LIEGE;2;101;RSZ;(contacttypes);à l'attn. de Monsieur;Jean-yves;Hubin;Nee;Nee;Ja;jyhubin@baudouinpierre.be;218;010;Ja;085/27.07.95;085/27.07.78;;Nee;Nee;Ja
132241651;CONSULTRANS SOLUTIONS SPRL;52290;;1-4;Frans;RUE DE MAESTRICHT 18;4651;A;Battice;LIEGE;3;101;RSZ;(contacttypes);;;Responsable de la formation;Nee;Nee;Ja;;218;010;Ja;;;;Nee;Nee;Nee
132249896;SO.PI.BAT. SPRL;41201;;5-9;Frans;RUE DOCTEUR BORDET 72;4030;A;Grivegnee (Liege);LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
132255619;GIFTS FORCE 1 SPRL;46699;;1-4;Frans;FAWEUX 790;4654;A;Charneux;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132255328;BUREAU BLAVIER SERAING SPRL;68311;;1-4;Frans;RUE DE PLAINEVAUX 102;4100;B;Seraing;LIEGE;3;082;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132252903;WAERNIERS MAURICE;43320;;1-4;Frans;R DES NEUF BONNIERS 10;4500;B;Huy;LIEGE;1;094;;(contacttypes);;;;Nee;Nee;Nee;;;026;Nee;;;;Nee;Nee;Nee
132265125;DEWEBE SCRL;46460;;1-4;Frans;AVENUE PAQUAY 4A;4052;A;Beaufays;LIEGE;1;081;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132268617;BENATHA SA;82300;;1-4;Frans;A LA CORNE DU PRE 12;4053;A;Embourg;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132274049;MICRO SERVICES INFORMATIQUE SPRL;47410;;1-4;Frans;PLACE DU GENERAL LEMAN 6;4000;B;Liege 1;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132279869;JMWY SPRL;71121;;1-4;Frans;BOIS DE MARIOMONT 67;4845;A;Jalhay;LIEGE;0;081;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132286077;CHIVEO SPRL;62020;;5-9;Frans;Rue de Chênée 53;4031;A;Angleur;LIEGE;6;101;Bedrijfsdossiers;(contacttypes);à l'attn. de Madame;Aline;Bettonville;Nee;Nee;Ja;aline.bettonville@chiveo.be;218;010;Ja;;04/263 09 69;0479/11 99 71;Nee;Nee;Ja
132310327;3D SERVICES SPRL;81210;;50-99;Frans;RUE ADRIEN MATERNE 57;4460;A;Bierset;LIEGE;4;101;;(contacttypes);;;;Nee;Nee;Nee;;;010;Nee;;;;Nee;Nee;Nee
132305380;MARECHAL NATHALIE;46699;;1-4;Frans;RUE JOSEPH WAUTERS 49;4121;A;Neuville-en-Condroz;LIEGE;1;081;;(contacttypes);;;;Nee;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
132317117;HENDRICK MADELEINE;46392;;1-4;Frans;RUE DES MOULINS 154;4610;A;Bellaire;LIEGE;0;081;;(contacttypes);;;;Nee;Nee;Nee;;;057;Nee;;;;Nee;Nee;Nee
132312752;C.A.V. CONSTRUCTION SPRL;41201;;1-4;Frans;RUE ABRAHAM LINCOLN 4;4460;A;Bierset;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
132317796;NOUVELLES TECHNOLOGIES APPLIQUEES N.T.A. SA;46699;;5-9;Frans;RUE DE LA STATION 40;4340;A;Awans;LIEGE;1;082;;(contacttypes);;;;Ja;Nee;Nee;;;077;Nee;;;;Nee;Nee;Nee
132319445;SAM CONSTRUCT SPRL;41201;;5-9;Frans;RUE DU BUCK 17A;4210;A;Burdinne;LIEGE;1;101;;(contacttypes);;;;Nee;Nee;Nee;;;024;Nee;;;;Nee;Nee;Nee
